UF;CO_MUNICIPIO;NO_MUNICIPIO;IFDM_2006;IFDM_2007;IFDM_2008;IFDM_2009;IFDM_2010;
BA;2908101;Cocos;0,492191644;0,5342601;0,65938165;0,509971405;0,504217164;
BA;2908200;Conceição da Feira;0,599166661;0,622986202;0,749185827;0,650430184;0,6896501218;
BA;2908309;Conceição do Almeida;0,488622002;0,533631688;0,753494435;0,555284277;0,5991012113;
BA;2908408;Conceição do Coité;0,546767476;0,580778933;0,76681135;0,594210972;0,6819829605;
BA;2908507;Conceição do Jacuípe;0,570630249;0,583398636;0,597303156;0,662313046;0,6890549614;
BA;2908606;Conde;0,491316234;0,540868401;0,653508831;0,553793457;0,6437788427;
BA;2908705;Condeúba;0,562534038;0,605223458;0,56144505;0,69314515;0,7381153592;
BA;2908804;Contendas do Sincorá;0,53142089;0,568989498;0,703802437;0,693438904;0,6483311263;
BA;2908903;Coração de Maria;0,483938467;0,511603378;0,690399913;0,578020537;0,5878451662;
BA;2909000;Cordeiros;0,510668719;0,580218506;0,920639973;0,642239123;0,6771074702;
BA;2909109;Coribe;0,449939729;0,441919933;0,733785128;0,498936686;0,5714515466;
BA;2909208;Coronel João Sá;0,465327571;0,451125562;0,610913232;0,545028344;0,6011826709;
BA;2909307;Correntina;0,464053215;0,463685017;0,525391558;0,592825363;0,6151986171;
BA;2909406;Cotegipe;0,446534981;0,534497678;0,757109178;0,560215884;0,5950527308;
BA;2909505;Cravolândia;0,508497315;0,497123426;0,861219512;0,549156226;0,6054819683;
BA;2909604;Crisópolis;0,472153412;0,548821659;0,6289046;0,589501935;0,656085057;
BA;2909703;Cristópolis;0,448685021;0,503727817;0,581211501;0,52371878;0,6057536447;
BA;2909802;Cruz das Almas;0,605742298;0,640981026;0,718336155;0,650857994;0,6729000689;
BA;2909901;Curaçá;0,525903327;0,595302089;0,617857745;0,627102488;0,6477909422;
BA;2910008;Dário Meira;0,412123516;0,434890989;0,528177709;0,452589562;0,4930577826;
BA;2910057;Dias d'Ávila;0,551600943;0,626854539;0,686419651;0,628997335;0,6190286816;
BA;2910107;Dom Basílio;0,512523295;0,62235702;0,749621526;0,569455082;0,5958671704;
BA;2910206;Dom Macedo Costa;0,566311856;0,583476762;0,696264736;0,677240576;0,7289275333;
BA;2910305;Elísio Medrado;0,53510659;0,557611017;0,878610013;0,645679175;0,6668665494;
BA;2910404;Encruzilhada;0,387818991;0,469993447;0,674366736;0,526285138;0,5584584779;
BA;2910503;Entre Rios;0,442448629;0,468698464;0,711689922;0,510316965;0,6538161575;
BA;2910602;Esplanada;0,396438299;0,421995796;0,90578957;0,487751121;0,5469683694;
BA;2910701;Euclides da Cunha;0,404532306;0,482859053;0,656937918;0,510527691;0,5297354068;
BA;2910727;Eunápolis;0,513705968;0,543962071;0,740533317;0,521182098;0,5595923767;
BA;2910750;Fátima;0,511561311;0,518622127;0,770241649;0,563216553;0,6013981886;
BA;2910776;Feira da Mata;0,449214911;0,511090553;0,524262351;0,548736121;0,5736417803;
BA;2910800;Feira de Santana;0,597178713;0,584865171;0,536742764;0,59325751;0,6388885886;
BA;2910859;Filadélfia;0,514147747;0,551310918;0,649101975;0,575004733;0,5924093952;
BA;2910909;Firmino Alves;0,411869131;0,47142655;0,607127585;0,540791852;0,5717974422;
BA;2911006;Floresta Azul;0,432283261;0,482552906;0,702416826;0,602160311;0,6004533255;
BA;2911105;Formosa do Rio Preto;0,433776396;0,510195818;0,733493056;0,506151927;0,5302329723;
BA;2911204;Gandu;0,434274943;0,492780094;0,718040183;0,570680332;0,6074889106;
BA;2911253;Gavião;0,591591774;0,567443843;0,75138496;0,46707657;0,5275158583;
BA;2911303;Gentio do Ouro;0,466770914;0,447338851;0,584953112;0,500221642;0,5608805709;
BA;2911402;Glória;0,524655015;0,544053437;0,905;0,628233127;0,6788291014;
BA;2911501;Gongogi;0,38855765;0,430707113;0,639187475;0,473026358;0,4899905241;
BA;2911600;Governador Mangabeira;0,536615093;0,610646967;0,622494725;0,619001832;0,657690773;
BA;2911659;Guajeru;0,410655036;0,493216096;0,518385678;0,556165465;0,5720159324;
BA;2911709;Guanambi;0,568728117;0,631155834;0,632076451;0,673840124;0,7105138003;
BA;2911808;Guaratinga;0,428686506;0,435994947;0,462208274;0,556314512;0,5765999057;
BA;2911857;Heliópolis;0,447318523;0,50670333;0,44925093;0,480674412;0,5144962827;
BA;2911907;Iaçu;0,336579159;0,482751047;0,495559372;0,540949351;0,5798530203;
BA;2912004;Ibiassucê;0,503211608;0,549219455;0,625004077;0,611326039;0,6026486595;
BA;2912103;Ibicaraí;0,477899835;0,542265586;0,594281078;0,593414447;0,6425650887;
BA;2912202;Ibicoara;0,468574637;0,482884234;0,526686872;0,579275282;0,5927327268;
BA;2912301;Ibicuí;0,401043617;0,471527192;0,458676572;0,499073053;0,5171599775;
BA;2912400;Ibipeba;0,462886648;0,52610066;0,516002193;0,506989;0,6158969453;
BA;2912509;Ibipitanga;0,457740703;0,519394406;0,523961906;0,533234467;0,5943986359;
BA;2912608;Ibiquera;0,327265335;0,436041692;0,438774291;0,476663242;0,4887553644;
BA;2912707;Ibirapitanga;0,434276657;0,529965505;0,526279923;0,555081456;0,573468576;
BA;2912806;Ibirapuã;0,590385846;0,673076399;0,701733275;0,719678512;0,6928627617;
BA;2912905;Ibirataia;0,376833931;0,360967995;0,417913634;0,440069193;0,5130047656;
BA;2913002;Ibitiara;0,521518932;0,61605139;0,586994199;0,627760425;0,7156573427;
BA;2913101;Ibititá;0,454122939;0,548700362;0,479270762;0,54967968;0,539079039;
BA;2913200;Ibotirama;0,549118372;0,589942032;0,609167009;0,578712673;0,6742593805;
BA;2913309;Ichu;0,59264039;0,57329353;0,579721836;0,621329817;0,7127510462;
BA;2913408;Igaporã;0,461190169;0,501458746;0,545863081;0,619431886;0,6730938824;
BA;2913457;Igrapiúna;0,426431557;0,44571309;0,500472942;0,508999189;0,5492283391;
BA;2913507;Iguaí;0,411882193;0,478260191;0,503625617;0,520220422;0,5655401374;
BA;2913606;Ilhéus;0,536526553;0,576508499;0,920132841;0,604090549;0,6532774283;
BA;2913705;Inhambupe;0,356761842;0,4902412;0,707671773;0,48227992;0,509059701;
BA;2913804;Ipecaetá;0,363346355;0,362240293;0,733971177;0,527187365;0,5505073493;
BA;2913903;Ipiaú;0,467151106;0,529260707;0,821780161;0,626467721;0,6552127192;
BA;2914000;Ipirá;0,417031114;0,449187296;0,869821559;0,516174105;0,5342831882;
BA;2914109;Ipupiara;0,48605822;0,582519976;0,785917248;0,661242177;0,6735574426;
BA;2914208;Irajuba;0,481798127;0,511904823;0,780613589;0,515947496;0,5717012813;
BA;2914307;Iramaia;0,351386307;0,38043513;0,444468103;0,505662859;0,5301152495;
BA;2914406;Iraquara;0,451473979;0,493891356;0,840320285;0,578037512;0,616255645;
BA;2914505;Irará;0,481309931;0,570089578;0,4905919;0,614571196;0,6664622948;
BA;2914604;Irecê;0,584963959;0,649781501;0,591268892;0,696093704;0,717036585;
BA;2914653;Itabela;0,370367377;0,438466028;0,644383888;0,489686968;0,536736084;
BA;2914703;Itaberaba;0,491321468;0,530791031;0,824644491;0,577818273;0,5998706198;
BA;2914802;Itabuna;0,632861899;0,643381788;0,639617746;0,679346671;0,7156275186;
BA;2914901;Itacaré;0,482884668;0,504478175;0,707710701;0,509697382;0,5513664647;
BA;2915007;Itaeté;0,413356827;0,562791941;0,624802183;0,597820022;0,6401657071;
BA;2915106;Itagi;0,428721839;0,471801874;0,574392445;0,516439578;0,5443232755;
BA;2915205;Itagibá;0,400980173;0,531364574;0,47441548;0,571944907;0,6277375287;
BA;2915304;Itagimirim;0,379513641;0,585194714;0,540910074;0,663129848;0,7247667323;
BA;2915353;Itaguaçu da Bahia;0,449233929;0,490954974;0,837032622;0,494025944;0,475457536;
BA;2915403;Itaju do Colônia;0,459949488;0,474356954;0,905455904;0,490823741;0,4837904654;
BA;2915502;Itajuípe;0,439608562;0,514528007;0,799671118;0,589252211;0,6071059329;
BA;2915601;Itamaraju;0,448926094;0,495840664;0,494658517;0,532089563;0,5830325163;
BA;2915700;Itamari;0,417125149;0,469818978;0,494355699;0,456694331;0,4362384858;
BA;2915809;Itambé;0,365863018;0,471355585;0,45520453;0,467294516;0,553154807;
BA;2915908;Itanagra;0,419890173;0,443168019;0,439381272;0,46666895;0,4768747747;
BA;2916005;Itanhém;0,503810835;0,609852189;0,616032581;0,605293348;0,6117427153;
BA;2916104;Itaparica;0,611648277;0,58188208;0,61783497;0,582955143;0,639994191;
BA;2916203;Itapé;0,422629272;0,500853421;0,584937619;0,601062923;0,6126658925;
BA;2916302;Itapebi;0,477536503;0,510893689;0,507361367;0,496175455;0,5532237721;
BA;2916401;Itapetinga;0,497961424;0,533331387;0,569505379;0,594719052;0,6248173394;
BA;2916500;Itapicuru;0,419068846;0,561064445;0,524966081;0,45934652;0,5025676139;
BA;2916609;Itapitanga;0,461087252;0,495967377;0,414692093;0,41845016;0,4390452563;
BA;2916708;Itaquara;0,419242666;0,492223157;0,506520807;0,466193897;0,4785321394;
BA;2916807;Itarantim;0,431524804;0,49718114;0,479502742;0,470604819;0,5066109696;
BA;2916856;Itatim;0,439909845;0,490138705;0,515023598;0,55055057;0,5863631767;
BA;2916906;Itiruçu;0,466729343;0,418361754;0,422712783;0,478227181;0,581418275;
BA;2917003;Itiúba;0,404674499;0,432864195;0,441023969;0,455519112;0,5145709956;
BA;2917102;Itororó;0,457070977;0,505313619;0,439499683;0,504786057;0,521788242;
BA;2917201;Ituaçu;0,415726366;0,440844042;0,477528102;0,489896967;0,5273389551;
BA;2917300;Ituberá;0,468396718;0,443172711;0,498518706;0,546096723;0,566336284;
BA;2917334;Iuiú;0,495119062;0,539551858;0,552411405;0,580753663;0,6917574207;
BA;2917359;Jaborandi;0,441462854;0,530081547;0,544571642;0,525356903;0,6018098467;
BA;2917409;Jacaraci;0,574662716;0,622372591;0,631434964;0,62530966;0,6539590872;
BA;2917508;Jacobina;0,532498727;0,54237835;0,56311502;0,576762202;0,6342629126;
BA;2917607;Jaguaquara;0,402308727;0,47800178;0,507858809;0,533119155;0,5377969908;
BA;2917706;Jaguarari;0,594477582;0,668442356;0,690463127;0,644838073;0,678110193;
BA;2917805;Jaguaripe;0,444996494;0,454816171;0,463213898;0,507042026;0,5939152416;
BA;2917904;Jandaíra;0,484732082;0,509501984;0,527798014;0,549064266;0,5730931609;
BA;2918001;Jequié;0,541068733;0,599939694;0,621608534;0,622556249;0,6509158923;
BA;2918100;Jeremoabo;0,465208056;0,522211832;0,521122193;0,510107872;0,5586136046;
BA;2918209;Jiquiriçá;0,395212375;0,444978688;0,468368606;0,473271023;0,5607563241;
BA;2918308;Jitaúna;0,467691174;0,455876344;0,503212204;0,533184674;0,5610130642;
BA;2918357;João Dourado;0,486158672;0,537589491;0,538111376;0,55580633;0,5792538048;
BA;2918407;Juazeiro;0,551500132;0,599490749;0,595106835;0,617793931;0,644928682;
BA;2918456;Jucuruçu;0,346601276;0,379107143;0,40450096;0,442373601;0,4617286965;
BA;2918506;Jussara;0,455204012;0,46188099;0,494976924;0,51031736;0,4915856611;
BA;2918555;Jussari;0,490828341;0,545593705;0,540077105;0,599273902;0,6273897269;
BA;2918605;Jussiape;0,488137899;0,500504379;0,569570406;0,548007896;0,5087704702;
BA;2918704;Lafaiete Coutinho;0,591766076;0,598434531;0,573245026;0,675192761;0,6779646151;
BA;2918753;Lagoa Real;0,342516518;0,440165145;0,477852187;0,478041481;0,4944178362;
BA;2918803;Laje;0,626522713;0,626137315;0,677529964;0,673472871;0,7117718636;
BA;2918902;Lajedão;0,669394407;0,697555681;0,678316874;0,696507899;0,7184715458;
BA;2919009;Lajedinho;0,356201328;0,501026432;0,482863982;0,484613257;0,5256660655;
BA;2919058;Lajedo do Tabocal;0,53687289;0,541067199;0,56438137;0,565486194;0,6270372135;
BA;2919108;Lamarão;0,362984392;0,418269443;0,448667058;0,451826822;0,4942622279;
BA;2919157;Lapão;0,503722957;0,500005804;0,540567179;0,560541553;0,5912887745;
BA;2919207;Lauro de Freitas;0,517819969;0,566299779;0,593274919;0,62938239;0,673435656;
BA;2919306;Lençóis;0,416472385;0,474692757;0,476612666;0,508130352;0,4942295538;
BA;2919405;Licínio de Almeida;0,611293096;0,647779945;0,623787982;0,696507478;0,7096357638;
BA;2919504;Livramento de Nossa Senhora;0,534214334;0,560904526;0,583054524;0,588955884;0,6545920405;
BA;2919553;Luís Eduardo Magalhães;0,60859804;0,62633796;0,602413432;0,61442547;0,6306911002;
BA;2919603;Macajuba;0,422380791;0,471357407;0,584706913;0,589969548;0,6234145289;
BA;2919702;Macarani;0,462239358;0,566869304;0,568662356;0,667513416;0,6874723044;
BA;2919801;Macaúbas;0,501492879;0,580300236;0,598149551;0,604786123;0,655349537;
BA;2919900;Macururé;0,453784662;0,513984867;0,533840321;0,604142649;0,6199008889;
BA;2919926;Madre de Deus;0,693055528;0,676728308;0,675545646;0,691071821;0,6801598091;
BA;2919959;Maetinga;0,418287718;0,483524354;0,542655403;0,549999179;0,6089684934;
BA;2920007;Maiquinique;0,273466866;0,435837007;0,423368907;0,475573738;0,5061148563;
BA;2920106;Mairi;0,452315038;0,470489412;0,539255512;0,55387665;0,5971959269;
BA;2920205;Malhada;0,465611643;0,491116062;0,487737158;0,510982772;0,5400049755;
BA;2920304;Malhada de Pedras;0,437816047;0,500632049;0,541685218;0,562489769;0,6000205222;
BA;2920403;Manoel Vitorino;0,450450021;0,398799745;0,43999455;0,4507105;0,5446950668;
BA;2920452;Mansidão;0,565984115;0,563849496;0,555351529;0,551343558;0,5604440742;
BA;2920502;Maracás;0,54300423;0,602459975;0,616098001;0,613808344;0,697796779;
BA;2920601;Maragogipe;0,415242102;0,472453872;0,524294797;0,5523971;0,575159082;
BA;2920700;Maraú;0,369821823;0,472598431;0,500372704;0,498832822;0,4816155783;
BA;2920809;Marcionílio Souza;0,434666934;0,486903462;0,489673964;0,662482463;0,553327862;
BA;2920908;Mascote;0,325327474;0,436179903;0,418965058;0,477182075;0,5407280011;
BA;2921005;Mata de São João;0,481941403;0,514611874;0,543471106;0,620351856;0,6790847789;
BA;2921054;Matina;0,445739177;0,545835876;0,559144697;0,627770799;0,652762934;
BA;2921104;Medeiros Neto;0,546116539;0,595192022;0,57527752;0,582950804;0,5892733647;
BA;2921203;Miguel Calmon;0,488931544;0,580832679;0,637607521;0,611407721;0,6699916788;
BA;2921302;Milagres;0,4280494;0,436574241;0,481190673;0,485429971;0,5979208521;
BA;2921401;Mirangaba;0,502395246;0,470287108;0,445486001;0,408118918;0,4763319424;
BA;2921450;Mirante;0,421831411;0,473483783;0,566907914;0,555671765;0,6216841598;
BA;2921500;Monte Santo;0,338767315;0,426454336;0,456224382;0,463498773;0,492562412;
BA;2921609;Morpará;0,399724713;0,451741783;0,457357616;0,613624304;0,5072772302;
BA;2921708;Morro do Chapéu;0,463612729;0,52094409;0,550559791;0,537950234;0,601716213;
BA;2921807;Mortugaba;0,538887974;0,574895867;0,559792585;0,599555612;0,5914705841;
BA;2921906;Mucugê;0,463268627;0,515858299;0,541855127;0,584801102;0,6218798505;
BA;2922003;Mucuri;0,540332348;0,586744054;0,590920968;0,643643476;0,6698175576;
BA;2922052;Mulungu do Morro;0,441366245;0,419907085;0,471149564;0,45381941;0,5663473175;
BA;2922102;Mundo Novo;0,488588022;0,597522886;0,538188475;0,521160051;0,5241189219;
BA;2922201;Muniz Ferreira;0,423532585;0,510249299;0,476236053;0,528204302;0,5956519419;
BA;2922250;Muquém de São Francisco;0,369314854;0,495345579;0,474817798;0,499372701;0,5260982918;
BA;2922300;Muritiba;0,503688775;0,612249048;0,541926194;0,614183344;0,6079472888;
BA;2922409;Mutuípe;0,567678309;0,644154532;0,634999653;0,661326277;0,7093639904;
BA;2922508;Nazaré;0,573569385;0,585005997;0,569534128;0,591408986;0,6291434502;
BA;2922607;Nilo Peçanha;0,362133812;0,405321361;0,403654978;0,427619423;0,4804057271;
BA;2922656;Nordestina;0,38738679;0,4466501;0,495934741;0,509591048;0,6342026639;
BA;2922706;Nova Canaã;0,407343825;0,413250564;0,421515734;0,440702017;0,4981691742;
BA;2922730;Nova Fátima;0,571487723;0,557035755;0,56880177;0,667278347;0,6913937412;
BA;2922755;Nova Ibiá;0,459170685;0,543099589;0,569228473;0,623807014;0,650640934;
BA;2922805;Nova Itarana;0,374782619;0,398340095;0,44452583;0,482855424;0,4910355502;
BA;2922854;Nova Redenção;0,408453728;0,530911259;0,499703359;0,54272824;0,579672527;
BA;2922904;Nova Soure;0,45095392;0,571020593;0,609085965;0,596029513;0,6498634509;
BA;2923001;Nova Viçosa;0,465017963;0,538002279;0,549172278;0,5889276;0,6071200266;
BA;2923035;Novo Horizonte;0,562521609;0,569000345;0,517471791;0,582625901;0,6011442681;
BA;2923050;Novo Triunfo;0,433257426;0,434934414;0,417584089;0,417754474;0,4374305472;
BA;2923100;Olindina;0,47206272;0,534780438;0,552198466;0,547249169;0,5609869204;
BA;2923209;Oliveira dos Brejinhos;0,362693792;0,402959488;0,416295722;0,430789131;0,5275400812;
BA;2923308;Ouriçangas;0,516035913;0,680709805;0,679078398;0,657236449;0,6717704979;
BA;2923357;Ourolândia;0,4370131;0,496460074;0,480889156;0,516515697;0,5250722871;
BA;2923407;Palmas de Monte Alto;0,557253077;0,604628939;0,594554623;0,659651228;0,6712957812;
BA;2923506;Palmeiras;0,592873874;0,567522586;0,581261352;0,580185288;0,6423311392;
BA;2923605;Paramirim;0,502884441;0,560105849;0,572455477;0,554415304;0,5544888154;
BA;2923704;Paratinga;0,392070689;0,456051919;0,457522402;0,497099678;0,5221943019;
BA;2923803;Paripiranga;0,486491111;0,499208017;0,514401857;0,52469451;0,5802861391;
BA;2923902;Pau Brasil;0,416157993;0,466724732;0,45452223;0,517403419;0,5247807709;
BA;2924009;Paulo Afonso;0,613324301;0,637353234;0,662107048;0,668944423;0,6844463559;
BA;2924058;Pé de Serra;0,516311503;0,486033272;0,505847923;0,59191872;0,622363596;
BA;2924108;Pedrão;0,379948098;0,512236165;0,486717499;0,481607715;0,5858159802;
BA;2924207;Pedro Alexandre;0,332136869;0,389735801;0,3966865;0,399606656;0,4223002536;
BA;2924306;Piatã;0,519548045;0,549632191;0,557854138;0,585481018;0,6117476902;
BA;2924405;Pilão Arcado;0,427886124;0,449705365;0,395138206;0,409821786;0,4584984171;
BA;2924504;Pindaí;0,476186005;0,591944086;0,593375052;0,609562418;0,6298458054;
BA;2924603;Pindobaçu;0,551204516;0,623374044;0,631659636;0,619082467;0,6373568932;
BA;2924652;Pintadas;0,529076203;0,509066561;0,523666411;0,563291645;0,6109590528;
BA;2924678;Piraí do Norte;0,317795714;0,365038933;0,394995281;0,392339958;0,4664606597;
BA;2924702;Piripá;0,312241023;0,426320929;0,494616388;0,537694237;0,5759537365;
BA;2924801;Piritiba;0,529612776;0,556196373;0,508911114;0,52981381;0,5508405151;
BA;2924900;Planaltino;0,484727343;0,540729045;0,516379335;0,558176184;0,5558429942;
BA;2925006;Planalto;0,378378409;0,444482509;0,480513751;0,538934729;0,5586466188;
BA;2925105;Poções;0,442962556;0,531356077;0,555744306;0,55495242;0,5984414406;
BA;2925204;Pojuca;0,557509289;0,613641861;0,594283334;0,571734265;0,6069155562;
BA;2925253;Ponto Novo;0,487922597;0,526509744;0,522492657;0,494479917;0,519467957;
BA;2925303;Porto Seguro;0,490367252;0,517686464;0,557975617;0,57380054;0,6055288277;
BA;2925402;Potiraguá;0,328603849;0,443756565;0,536178451;0,548342952;0,6034698148;
BA;2925501;Prado;0,483088525;0,528282467;0,560904914;0,57019877;0,595992375;
BA;2925600;Presidente Dutra;0,616072342;0,643062029;0,644210184;0,669812609;0,6356264733;
BA;2925709;Presidente Jânio Quadros;0,320542336;0,495879588;0,523087918;0,496101343;0,5497920895;
BA;2925758;Presidente Tancredo Neves;0,38985251;0,469865121;0,479956209;0,472569271;0,4768574812;
BA;2925808;Queimadas;0,431626752;0,445312883;0,473281059;0,539883953;0,5653652193;
BA;2925907;Quijingue;0,463012455;0,51998266;0,537002611;0,57419403;0,625638534;
BA;2925931;Quixabeira;0,525355634;0,570554119;0,561039864;0,605035198;0,6385136298;
BA;2925956;Rafael Jambeiro;0,446238629;0,485933923;0,489136746;0,57686731;0,6031324023;
BA;2926004;Remanso;0,494608859;0,545519699;0,588202911;0,5434444;0,5710204217;
BA;2926103;Retirolândia;0,599346946;0,587285123;0,591372084;0,642063061;0,676460207;
BA;2926202;Riachão das Neves;0,459303343;0,448974607;0,461101038;0,493546085;0,5039017674;
BA;2926301;Riachão do Jacuípe;0,513233396;0,550197528;0,544974221;0,597845345;0,6268184706;
BA;2926400;Riacho de Santana;0,557581546;0,587360793;0,59339427;0,632664716;0,6658531592;
